 HAFL_pntsource            SWAT+ Jan 11 2024        MODULAR Rev 2024.61.0                                 
 ob_typ         props       area_ha   flash_idx       mean          max        p.1               p.5           p1                 p2             p3             p5            p10            p15            p20            p25            p30            p35            p40            p45            p50            p55            p60            p65            p70            p75            p80            p85            p90            p95            p97            p98            p99            min 
 chandeg            4   16.27890      1.7856127E-04  0.0000000E+00  0.2332229      3.7907973E-02  3.1396087E-02  2.8199576E-02  2.5822069E-02  2.3820577E-02  1.9972945E-02  1.2880919E-02  9.9988859E-03  7.7917143E-03  6.1076758E-03  5.1614312E-03  3.9922940E-03  3.0333868E-03  2.3241055E-03  1.7419071E-03  1.3483112E-03  9.9816348E-04  7.7035296E-04  5.6128978E-04  4.2247702E-04  3.0027138E-04  2.2941793E-04  1.2333442E-04  7.1528579E-05  5.4959848E-05  4.8839473E-05  4.5069482E-05  0.0000000E+00
 chandeg          117   58.29660      1.6738634E-04  0.0000000E+00  0.5054203      0.1258357      8.4476046E-02  6.7839712E-02  6.0301226E-02  5.3958837E-02  3.8300373E-02  2.3933122E-02  1.8499535E-02  1.5696470E-02  1.2372768E-02  1.0001825E-02  8.2109300E-03  6.7840009E-03  5.5043194E-03  4.6711443E-03  4.0087267E-03  3.3029586E-03  2.5592905E-03  2.0354935E-03  1.6362097E-03  1.1767161E-03  7.7252625E-04  5.0963729E-04  3.1911390E-04  2.4376703E-04  2.1896011E-04  2.0844713E-04  3.2812644E-15
 chandeg          150   3.208500      7.6108990E-05  0.0000000E+00  6.1710060E-02  1.9393122E-02  1.2364759E-02  8.8189989E-03  4.3905671E-03  3.1184372E-03  1.6755855E-03  1.0073012E-03  8.7701983E-04  7.5159763E-04  7.0117693E-04  6.4558414E-04  5.8549299E-04  5.1056989E-04  4.7290311E-04  4.4747003E-04  4.0268272E-04  3.6932749E-04  3.2977317E-04  2.3900041E-04  2.1205693E-04  1.7574597E-04  1.4298622E-04  8.6488857E-05  5.9713373E-05  4.9955885E-05  4.5156718E-05  4.1685598E-05  0.0000000E+00
 chandeg          151   26.45290      7.0727561E-05  0.0000000E+00  7.5781427E-02  2.5393542E-02  1.7121423E-02  1.1872694E-02  6.5935156E-03  4.3460028E-03  2.4415839E-03  1.4965301E-03  1.2017902E-03  1.0967015E-03  1.0138527E-03  9.5927785E-04  8.7276450E-04  7.7608629E-04  7.2977535E-04  6.9568504E-04  6.4268970E-04  5.9614045E-04  4.7522798E-04  3.7205699E-04  3.1842900E-04  2.8132834E-04  2.0474558E-04  1.3875094E-04  9.6487194E-05  8.6506254E-05  7.8725912E-05  6.9268426E-05  0.0000000E+00
 chandeg          163  9.9999997E-06  1.7666015E-04  0.0000000E+00  0.2332229      3.7907973E-02  3.1753670E-02  2.8199576E-02  2.5822069E-02  2.3820577E-02  1.9972945E-02  1.2880918E-02  9.9988850E-03  7.7917143E-03  6.1076749E-03  5.1614312E-03  3.9922940E-03  3.0333868E-03  2.3241055E-03  1.7419071E-03  1.3483113E-03  9.9552097E-04  7.7035296E-04  5.6128972E-04  4.2247702E-04  3.0027138E-04  2.2941794E-04  1.2333442E-04  7.1674018E-05  5.5091677E-05  5.0371913E-05  4.5488327E-05  0.0000000E+00
 chandeg          177  9.9999997E-06  1.0830817E-04  0.0000000E+00  6.2114891E-02  4.1150767E-02  4.1140944E-02  4.0727597E-02  3.9740633E-02  3.9141715E-02  3.6532920E-02  3.5074160E-02  3.3794779E-02  3.2539222E-02  3.1634435E-02  3.1121744E-02  3.0661071E-02  3.0365488E-02  2.9916469E-02  2.9169995E-02  2.8317701E-02  2.7972935E-02  2.7765924E-02  2.7086664E-02  2.6578000E-02  2.5776684E-02  2.4347950E-02  2.2189653E-02  1.5809767E-02  1.1191243E-02  7.1613975E-03  1.7001210E-03  0.0000000E+00
 chandeg          202   7.104100      1.2006130E-05  0.0000000E+00  0.2539651      0.1686015      0.1258139      9.3052208E-02  7.2237700E-02  5.7263888E-02  4.0075120E-02  1.9554118E-02  8.8168401E-03  3.6811747E-03  1.8915740E-03  1.2312218E-03  8.9450908E-04  7.3080696E-04  6.6875899E-04  6.2537752E-04  5.8328290E-04  5.4515293E-04  4.9898535E-04  4.5059060E-04  4.1391386E-04  3.6824212E-04  3.1540435E-04  2.6210188E-04  1.9273671E-04  1.4694284E-04  1.2840303E-04  1.0718883E-04  0.0000000E+00
 chandeg            9   27.36430      1.5720804E-04  0.0000000E+00  0.4361408      0.1162884      9.1046765E-02  6.2300224E-02  4.9174890E-02  4.5024648E-02  3.7486944E-02  2.6719747E-02  2.0163083E-02  1.5324325E-02  1.3305394E-02  9.8967031E-03  8.6174263E-03  7.6104398E-03  6.2449039E-03  4.7075609E-03  3.7713842E-03  2.9475305E-03  2.5039804E-03  2.0587703E-03  1.6662520E-03  1.2162707E-03  9.0056728E-04  4.5168307E-04  2.4793975E-04  1.8735214E-04  1.4350777E-04  1.3564412E-04  0.0000000E+00
 chandeg           64   46.89140      1.7233985E-04  0.0000000E+00  7.4221931E-02  2.2724133E-02  2.2046817E-02  2.0933164E-02  1.8781273E-02  1.5989114E-02  1.2524279E-02  8.5007632E-03  6.5211086E-03  4.9734511E-03  3.7519312E-03  2.8706712E-03  2.1577643E-03  1.8687559E-03  1.6740599E-03  1.4015251E-03  1.1530692E-03  9.7970711E-04  8.6591922E-04  7.1202836E-04  5.3944142E-04  4.1963515E-04  2.9635278E-04  1.7076595E-04  8.7668072E-05  6.0305669E-05  4.9463761E-05  4.1485135E-05  0.0000000E+00
 chandeg           70   13.46306      4.4475215E-05  0.0000000E+00  7.6203831E-02  3.9392989E-02  3.1138107E-02  2.0670753E-02  1.5172676E-02  1.1549073E-02  8.0848988E-03  3.7984746E-03  1.8546359E-03  1.2140704E-03  9.3632488E-04  8.0116093E-04  6.7982799E-04  5.8963924E-04  5.2265072E-04  4.4009765E-04  3.8637489E-04  3.3911207E-04  2.8554647E-04  2.4440401E-04  2.1864675E-04  1.8461759E-04  1.5978895E-04  1.3435865E-04  1.0148703E-04  8.2091377E-05  7.3573770E-05  6.8460897E-05  5.7267892E-16
 chandeg           80   3.387800      1.3002313E-05  0.0000000E+00  9.2230298E-02  3.2053743E-02  2.2867156E-02  1.1229641E-02  6.2074005E-03  3.2496611E-03  1.9273822E-03  1.0313441E-03  6.7861337E-04  4.1485578E-04  2.3111973E-04  1.7172207E-04  1.1867125E-04  7.0140537E-05  4.2830517E-05  2.2909915E-05  1.5494605E-05  1.1627304E-05  8.3707782E-06  6.1509877E-06  5.4493362E-06  4.5265297E-06  3.1842505E-06  1.7218509E-06  5.7903054E-07  3.4460246E-07  2.5692788E-07  2.1744457E-07  0.0000000E+00
 chandeg          116   58.30835      1.6742224E-04  0.0000000E+00  0.5053707      0.1219121      8.3020955E-02  6.7487821E-02  6.0228944E-02  5.3585414E-02  3.8622703E-02  2.4145521E-02  1.8522920E-02  1.5784401E-02  1.2100332E-02  9.8076714E-03  8.1628207E-03  6.7697023E-03  5.4502888E-03  4.7260220E-03  4.0097502E-03  3.2447418E-03  2.6078955E-03  2.0768649E-03  1.6783774E-03  1.1861679E-03  7.7902916E-04  5.5540807E-04  3.4117486E-04  2.4505000E-04  2.2216175E-04  2.0894092E-04  0.0000000E+00
 chandeg          154   7.241200      1.2216746E-05  0.0000000E+00  0.2536828      0.1683076      0.1257177      9.2818737E-02  7.2069034E-02  5.7123926E-02  3.9957464E-02  1.9487489E-02  8.7808371E-03  3.7696534E-03  1.9633102E-03  1.2297307E-03  9.0975285E-04  7.4239157E-04  6.7374704E-04  6.3055946E-04  5.8587553E-04  5.4628454E-04  4.9932214E-04  4.5059060E-04  4.1391444E-04  3.6991204E-04  3.1543849E-04  2.6210252E-04  1.9375580E-04  1.4694378E-04  1.2840306E-04  1.0718888E-04  0.0000000E+00
 chandeg          155   8.028100      1.3518529E-05  0.0000000E+00  0.2543498      0.1676397      0.1270943      9.3363062E-02  7.1642444E-02  5.6884669E-02  3.9919220E-02  2.0683583E-02  9.0138353E-03  4.0040226E-03  2.1790154E-03  1.3692004E-03  9.9625904E-04  7.9880597E-04  7.2507589E-04  6.6490506E-04  6.0664193E-04  5.6432188E-04  5.1673432E-04  4.6582177E-04  4.2048722E-04  3.7618433E-04  3.2186686E-04  2.6689234E-04  1.9409774E-04  1.4718619E-04  1.2842313E-04  1.0725555E-04  6.5641623E-16
 chandeg          156   8.179100      1.3585483E-05  0.0000000E+00  0.2542261      0.1674792      0.1270503      9.3258739E-02  7.1568705E-02  5.6822997E-02  3.9908826E-02  2.0652656E-02  8.9979097E-03  4.0480350E-03  2.2392790E-03  1.3888339E-03  9.9741842E-04  8.0131507E-04  7.2732545E-04  6.6514895E-04  6.0665054E-04  5.6557159E-04  5.1786547E-04  4.6687608E-04  4.2049430E-04  3.7619189E-04  3.2186689E-04  2.6689234E-04  1.9409774E-04  1.4718619E-04  1.2842313E-04  1.0725555E-04  0.0000000E+00
 chandeg          164   28.34932      1.5560571E-04  0.0000000E+00  0.4361408      0.1162550      9.1013499E-02  6.2300224E-02  4.9174882E-02  4.5024656E-02  3.7486944E-02  2.6730279E-02  2.0165579E-02  1.5332650E-02  1.3305388E-02  9.8966919E-03  8.6228689E-03  7.5981896E-03  6.2469807E-03  4.6978164E-03  3.7733677E-03  2.9477300E-03  2.5137248E-03  2.0635221E-03  1.6662601E-03  1.2153544E-03  9.0056745E-04  4.5709856E-04  2.5104635E-04  1.8735213E-04  1.4352650E-04  1.3566377E-04  0.0000000E+00
 chandeg          178  9.9999997E-06  1.0692003E-04  0.0000000E+00  7.4188218E-02  4.0301394E-02  4.0249843E-02  4.0037937E-02  3.9378669E-02  3.9093055E-02  3.6900438E-02  3.4845810E-02  3.3417221E-02  3.2669231E-02  3.1880353E-02  3.1175563E-02  3.0709079E-02  3.0310301E-02  2.9850759E-02  2.9388757E-02  2.8286122E-02  2.7923338E-02  2.7664088E-02  2.6882440E-02  2.6316399E-02  2.5237350E-02  2.3990965E-02  2.1999257E-02  1.6175335E-02  1.2443760E-02  1.0018202E-02  2.6919614E-03  0.0000000E+00
 chandeg          229   28.45330      1.4631533E-04  0.0000000E+00  0.4421189      0.1184068      9.7080804E-02  6.3885726E-02  4.9174882E-02  4.5024656E-02  3.7486944E-02  2.7748255E-02  2.1597790E-02  1.7237067E-02  1.4763756E-02  1.0406832E-02  8.9299353E-03  7.8298431E-03  6.2469807E-03  4.6792375E-03  3.7508421E-03  2.9150478E-03  2.5005455E-03  2.0761478E-03  1.6709135E-03  1.2156413E-03  9.2258787E-04  4.9692910E-04  2.5734937E-04  1.8878747E-04  1.5388240E-04  1.3762998E-04  0.0000000E+00
 chandeg          230   34.19940      1.4383721E-04  0.0000000E+00  0.4437684      0.1201001      9.8799370E-02  6.5628275E-02  4.9173560E-02  4.5027357E-02  3.7484303E-02  2.7846055E-02  2.1999123E-02  1.7588554E-02  1.4787882E-02  1.0409325E-02  8.9287022E-03  7.8261681E-03  6.2469807E-03  4.6778098E-03  3.7448842E-03  2.9138410E-03  2.4958013E-03  2.0761478E-03  1.6703776E-03  1.2168315E-03  9.2858280E-04  4.9692910E-04  2.5734937E-04  1.8996133E-04  1.5388994E-04  1.3763004E-04  0.0000000E+00
 chandeg          265   7.866700      8.1855018E-05  0.0000000E+00  9.2999555E-02  3.2856502E-02  2.3565330E-02  1.1341687E-02  7.0886882E-03  4.2073629E-03  2.8419399E-03  1.9461081E-03  1.5594279E-03  1.2456528E-03  1.1754594E-03  1.0467591E-03  9.9594495E-04  3.5506324E-04  6.0272090E-05  3.8077458E-05  1.5846161E-05  1.1627304E-05  8.3707782E-06  6.1509877E-06  5.4493357E-06  4.5265297E-06  3.1842505E-06  1.7218509E-06  5.7903054E-07  3.5048163E-07  2.5692788E-07  2.1744455E-07  0.0000000E+00
 chandeg          266   13.40890      1.7925845E-04  0.0000000E+00  0.1041157      4.2017091E-02  3.3319328E-02  2.0335587E-02  1.3813448E-02  1.1920027E-02  1.1248349E-02  1.0602860E-02  1.0333263E-02  1.0186314E-02  9.8974407E-03  8.9876736E-03  7.8792265E-03  3.7338692E-03  3.3233289E-03  2.3140355E-03  1.7420297E-03  1.3189176E-03  7.0335309E-04  4.0679198E-04  1.9531933E-04  1.0271406E-04  5.2182371E-05  2.6450069E-05  1.3016271E-05  9.4561146E-06  8.3274681E-06  6.8130612E-06  0.0000000E+00
 chandeg            5   35.33239      1.4322605E-04  0.0000000E+00  0.4733800      0.1249467      0.1027573      6.7570217E-02  5.2700609E-02  4.7620110E-02  3.9208282E-02  2.8866502E-02  2.3246156E-02  1.9226920E-02  1.5860051E-02  1.1488806E-02  9.3626808E-03  8.1463726E-03  6.9327191E-03  5.1575019E-03  4.1736318E-03  3.4319093E-03  2.8789337E-03  2.3735825E-03  1.9266995E-03  1.3328745E-03  1.0021685E-03  6.1668525E-04  2.7426262E-04  2.1021940E-04  1.7637915E-04  1.5008693E-04  7.5397002E-16
 chandeg           24   16.26630      1.7491724E-05  0.0000000E+00  0.3067390      0.1748031      0.1396816      9.7855791E-02  7.6873995E-02  5.6010105E-02  4.1539289E-02  2.0603975E-02  9.3628159E-03  4.7590663E-03  2.6533999E-03  1.6569033E-03  1.0804271E-03  8.7527838E-04  7.6688110E-04  6.9753802E-04  6.3034735E-04  5.7414878E-04  5.2527204E-04  4.7997560E-04  4.2432020E-04  3.8852970E-04  3.2334670E-04  2.6783653E-04  1.9514993E-04  1.4754153E-04  1.3038938E-04  1.1655682E-04  3.2345033E-15
 chandeg           79   13.67240      1.8285502E-04  0.0000000E+00  0.1059296      4.3062955E-02  3.3985022E-02  2.1039130E-02  1.5262282E-02  1.2880754E-02  1.2125157E-02  1.1158779E-02  1.0744230E-02  1.0345994E-02  1.0090124E-02  9.2106517E-03  7.8811422E-03  4.2273025E-03  3.6571075E-03  2.4651336E-03  1.8453464E-03  1.3736894E-03  7.5980584E-04  4.8343645E-04  2.9187126E-04  1.3534393E-04  6.5868029E-05  3.2043827E-05  1.8334611E-05  1.4822815E-05  1.1460640E-05  9.3164708E-06  0.0000000E+00
 chandeg          102  9.9999997E-06  1.0691783E-04  0.0000000E+00  7.4470855E-02  4.0301394E-02  4.0249847E-02  4.0038168E-02  3.9378900E-02  3.9093055E-02  3.6900893E-02  3.4845814E-02  3.3417221E-02  3.2669015E-02  3.1880137E-02  3.1175347E-02  3.0708866E-02  3.0310299E-02  2.9850759E-02  2.9388757E-02  2.8286122E-02  2.7923334E-02  2.7664088E-02  2.6882440E-02  2.6316399E-02  2.5237156E-02  2.3990773E-02  2.1999069E-02  1.6176537E-02  1.2443459E-02  1.0019359E-02  2.6889604E-03  0.0000000E+00
 chandeg          179   45.42190      1.0999627E-04  0.0000000E+00  7.6352678E-02  4.0914726E-02  4.0884741E-02  4.0704153E-02  4.0217344E-02  3.9641507E-02  3.7622612E-02  3.5195220E-02  3.3646677E-02  3.2945707E-02  3.2075655E-02  3.1340510E-02  3.0888731E-02  3.0402290E-02  2.9990995E-02  2.9426957E-02  2.8286127E-02  2.7929174E-02  2.7664093E-02  2.6882445E-02  2.6316442E-02  2.5237156E-02  2.3990763E-02  2.1999063E-02  1.6184730E-02  1.2443474E-02  1.0032726E-02  2.7067445E-03  0.0000000E+00
 chandeg          232  9.9999997E-06  1.4241818E-04  0.0000000E+00  0.4740159      0.1255807      0.1034027      6.8216376E-02  5.2700609E-02  4.7620110E-02  3.9283305E-02  2.8866503E-02  2.3246156E-02  1.9232566E-02  1.5865682E-02  1.1488805E-02  9.3626808E-03  8.1493314E-03  6.9164289E-03  5.1575019E-03  4.1744066E-03  3.4316953E-03  2.8789339E-03  2.3725859E-03  1.9224557E-03  1.3367339E-03  1.0015881E-03  6.1881368E-04  2.7426329E-04  2.1171758E-04  1.7670923E-04  1.5023966E-04  0.0000000E+00
 chandeg          269   28.72050      2.1179188E-04  0.0000000E+00  0.2596240      7.9393022E-02  7.0881911E-02  6.2312588E-02  5.7318244E-02  5.0938547E-02  4.2462442E-02  2.4935331E-02  1.8723497E-02  1.3755042E-02  1.0329997E-02  7.8485506E-03  6.0091787E-03  4.5678136E-03  3.7056752E-03  3.0542221E-03  2.4748086E-03  1.4050880E-03  9.3808846E-04  6.5993081E-04  4.8406725E-04  3.8188876E-04  2.3597642E-04  1.3543782E-04  7.2204544E-05  5.8665661E-05  4.4767352E-05  3.7322199E-05  0.0000000E+00
 chandeg          270   33.80220      2.1289656E-04  0.0000000E+00  0.2594823      8.6218655E-02  7.4898846E-02  6.3798428E-02  6.2321298E-02  5.7425041E-02  4.5952436E-02  3.1567998E-02  2.4134545E-02  1.8938717E-02  1.5591620E-02  1.3067358E-02  1.1625187E-02  9.9419225E-03  9.1043077E-03  5.9165377E-03  2.7502805E-03  1.4856801E-03  9.6132560E-04  7.3827157E-04  4.9716630E-04  3.8188876E-04  2.3736081E-04  1.3543791E-04  7.2204537E-05  5.8665668E-05  4.4767356E-05  3.7322203E-05  0.0000000E+00
 chandeg          277   35.60880      2.1143563E-04  0.0000000E+00  0.2723288      8.7955669E-02  7.7972308E-02  6.6382676E-02  6.3134238E-02  5.7560708E-02  4.6161037E-02  3.1885311E-02  2.4884036E-02  1.9173229E-02  1.5982550E-02  1.3295671E-02  1.2193623E-02  1.0522502E-02  9.3814312E-03  6.2085227E-03  3.1878403E-03  1.6814041E-03  1.1219190E-03  7.5903948E-04  5.9860409E-04  4.1392513E-04  2.5151766E-04  1.4370974E-04  7.8092315E-05  6.5989458E-05  5.5745626E-05  4.6452995E-05  0.0000000E+00
 chandeg          108   36.97320      3.9621194E-05  0.0000000E+00  0.1416744      7.9026312E-02  5.2894130E-02  3.5577647E-02  2.0293122E-02  1.5814129E-02  7.7470639E-03  2.2816735E-03  1.8439094E-03  1.6091493E-03  1.4667333E-03  1.3742988E-03  1.2569053E-03  1.1242592E-03  1.0606134E-03  9.6717267E-04  8.6053071E-04  8.0023630E-04  7.5127202E-04  6.1454845E-04  5.4616987E-04  4.6966563E-04  3.6010161E-04  2.9772503E-04  2.0609135E-04  1.5062743E-04  1.3332193E-04  1.1144709E-04  8.1710706E-16
 chandeg          152   38.04100      2.0815743E-04  0.0000000E+00  0.3075062      0.1202002      0.1059745      9.4196081E-02  9.0456799E-02  7.9428330E-02  6.5741420E-02  4.4817396E-02  3.5038445E-02  2.7427090E-02  2.2895372E-02  1.9281060E-02  1.7640859E-02  1.5242047E-02  1.3764291E-02  1.0722873E-02  6.0711354E-03  3.0666629E-03  1.8607620E-03  1.0959175E-03  9.2312496E-04  6.3244224E-04  3.8631968E-04  2.5511315E-04  1.0744584E-04  8.2659542E-05  7.6260854E-05  6.7194174E-05  0.0000000E+00
 chandeg          153   40.52890      2.0860659E-04  0.0000000E+00  0.3041705      0.1200533      0.1059260      9.4169810E-02  8.9910462E-02  7.9404421E-02  6.5832630E-02  4.4509582E-02  3.4994751E-02  2.7443867E-02  2.2815278E-02  1.9313576E-02  1.7645542E-02  1.5242566E-02  1.3777029E-02  1.0670859E-02  6.1101308E-03  3.0850980E-03  1.8345121E-03  1.1517503E-03  9.2611037E-04  6.3255877E-04  3.7364985E-04  2.5753633E-04  1.0744767E-04  9.1477443E-05  7.9405283E-05  6.7735280E-05  0.0000000E+00
 chandeg          180  9.9999997E-06  1.0882938E-04  0.0000000E+00  7.5129531E-02  4.0238399E-02  4.0224947E-02  4.0151060E-02  3.9926063E-02  3.9337233E-02  3.7725046E-02  3.5025876E-02  3.3607978E-02  3.3063117E-02  3.2077055E-02  3.1579025E-02  3.1066721E-02  3.0687135E-02  3.0349759E-02  2.9585427E-02  2.8120616E-02  2.7916353E-02  2.7580615E-02  2.6806386E-02  2.5798665E-02  2.5154795E-02  2.3960365E-02  2.1951718E-02  1.5953558E-02  1.1528667E-02  9.7655132E-03  8.4960312E-03  0.0000000E+00
 chandeg          186   16.59160      3.5178204E-05  0.0000000E+00  0.2516389      0.1220819      8.9510091E-02  5.9453491E-02  3.6280207E-02  2.7605904E-02  1.6492011E-02  6.4700521E-03  2.6929476E-03  2.0273835E-03  1.7238714E-03  1.5607420E-03  1.3915907E-03  1.2638090E-03  1.1085793E-03  9.8991743E-04  8.9508120E-04  7.8948418E-04  6.7557936E-04  5.8035314E-04  4.8513696E-04  4.0216124E-04  3.2395057E-04  2.5514510E-04  1.8464700E-04  1.6368408E-04  1.4497279E-04  1.2851732E-04  0.0000000E+00
 chandeg          187  0.1686000      3.2745967E-05  0.0000000E+00  0.2516389      0.1220537      8.9510083E-02  5.9428345E-02  3.6276426E-02  2.7573550E-02  1.6461277E-02  7.9519190E-03  2.7093450E-03  2.0392197E-03  1.7244478E-03  1.5623594E-03  1.3933633E-03  1.2657067E-03  1.1085806E-03  9.9016202E-04  8.9546660E-04  7.8971067E-04  6.7602092E-04  5.8056269E-04  4.8533938E-04  4.0235525E-04  3.2413617E-04  2.5532229E-04  1.8498577E-04  1.6384719E-04  1.4513169E-04  1.2851873E-04  0.0000000E+00
 chandeg          231   37.73400      1.3754137E-04  0.0000000E+00  0.5078191      0.1359450      0.1132358      7.5587913E-02  5.8504920E-02  5.1167559E-02  4.3337200E-02  3.2754775E-02  2.6721975E-02  2.1699715E-02  1.7730968E-02  1.2318258E-02  1.0274086E-02  8.9443717E-03  7.4611474E-03  6.0207234E-03  4.9236882E-03  4.0798015E-03  3.4075920E-03  2.6269525E-03  2.0503246E-03  1.4792701E-03  1.0904243E-03  6.8101444E-04  3.0044894E-04  2.1908156E-04  1.8325812E-04  1.5899028E-04  6.8081967E-16
 chandeg          233   43.34950      1.8888216E-04  0.0000000E+00  0.6335119      0.1857770      0.1591799      0.1254363      0.1112176      0.1055445      9.7595528E-02  8.5929066E-02  7.6183408E-02  6.8156876E-02  6.1655600E-02  5.7063520E-02  4.7679029E-02  2.3580709E-02  1.6828999E-02  1.2192915E-02  9.1203665E-03  6.2911189E-03  4.6737376E-03  3.0630969E-03  2.3739152E-03  1.8019004E-03  1.2771690E-03  7.7568012E-04  3.6217246E-04  2.5369722E-04  2.1336639E-04  1.8756468E-04  6.0626627E-16
 chandeg          267   7.873500      1.8699368E-04  0.0000000E+00  0.1823549      4.7250960E-02  3.0205682E-02  1.5584277E-02  8.9793652E-03  7.7150385E-03  7.6278388E-03  7.5912350E-03  7.5658751E-03  7.5336182E-03  7.4703027E-03  7.3643331E-03  7.1664597E-03  1.1177698E-04  4.2996620E-05  3.2249598E-05  2.0952819E-05  1.3041125E-05  8.8403522E-06  6.2785898E-06  4.5281981E-06  2.8311658E-06  2.3052571E-06  1.6189958E-06  9.8746887E-07  7.7946584E-07  6.7328392E-07  5.8126204E-07  0.0000000E+00
 chandeg          268  9.9999997E-06  1.9856318E-04  0.0000000E+00  0.1867772      4.8251569E-02  3.2684177E-02  2.0077674E-02  1.3408314E-02  1.2190952E-02  1.2113265E-02  1.2074802E-02  1.2038905E-02  1.1982782E-02  1.1892067E-02  1.1726787E-02  1.1396045E-02  1.0257257E-04  4.3633252E-05  3.2630909E-05  2.0790529E-05  1.3592028E-05  9.4761699E-06  6.6479952E-06  4.5954735E-06  2.9384448E-06  2.3211553E-06  1.6382884E-06  1.0288890E-06  8.0862117E-07  6.8770350E-07  6.0515845E-07  0.0000000E+00
 chandeg            7   44.39870      1.8897658E-04  0.0000000E+00  0.6322095      0.1852565      0.1588673      0.1251951      0.1105535      0.1055648      9.7575627E-02  8.5949145E-02  7.6167352E-02  6.8077788E-02  6.1655793E-02  5.7063524E-02  4.7531795E-02  2.3511637E-02  1.6846661E-02  1.2193242E-02  9.2757484E-03  6.2547605E-03  4.6737376E-03  3.0946343E-03  2.3911165E-03  1.8170632E-03  1.2771687E-03  7.8103965E-04  3.6438042E-04  2.5369719E-04  2.1041524E-04  1.8757774E-04  0.0000000E+00
 chandeg           92   20.42174      1.6960254E-04  0.0000000E+00  0.1881849      6.9468394E-02  5.7775479E-02  3.6465678E-02  1.9140778E-02  1.4402885E-02  1.1674563E-02  7.5233150E-03  5.3050420E-03  3.8495653E-03  2.8958835E-03  2.2996215E-03  1.8465766E-03  1.4483886E-03  1.2390477E-03  9.8477537E-04  8.3466643E-04  6.7977118E-04  5.5871689E-04  4.0246779E-04  3.2215097E-04  2.3378393E-04  1.6922680E-04  9.2982620E-05  6.1641767E-05  3.5949652E-05  2.8330278E-05  2.5993431E-05  0.0000000E+00
 chandeg           93   27.88220      1.2045190E-04  0.0000000E+00  0.3366104      0.1321696      0.1071295      6.2825352E-02  3.2923870E-02  2.3737747E-02  1.8492403E-02  1.0477160E-02  8.3163753E-03  6.5679499E-03  5.2831224E-03  4.4999626E-03  3.9970940E-03  3.6055085E-03  3.2416251E-03  2.9383914E-03  2.7010725E-03  2.4442752E-03  2.1381350E-03  1.7973151E-03  1.4571081E-03  1.3230090E-03  1.0319711E-03  8.0006756E-04  6.7259494E-04  5.6993088E-04  5.2779302E-04  5.0480169E-04  1.9322897E-15
 chandeg          107   40.77810      9.8936398E-05  0.0000000E+00  0.4951909      0.2239234      0.1579139      9.9444814E-02  5.3809352E-02  3.6189735E-02  2.7119486E-02  1.4985030E-02  1.1642493E-02  9.6122259E-03  8.0944058E-03  6.8951086E-03  6.1503812E-03  5.4433178E-03  4.8779235E-03  4.5632506E-03  4.2237109E-03  3.8351514E-03  3.4008403E-03  3.0492677E-03  2.6251620E-03  2.1242448E-03  1.8040207E-03  1.4792212E-03  1.0505210E-03  9.2223636E-04  8.8321476E-04  8.4373896E-04  0.0000000E+00
 chandeg          112   9.873200      1.9154252E-04  0.0000000E+00  0.2112304      5.2798569E-02  3.5063889E-02  2.1428242E-02  1.3705905E-02  1.3240814E-02  1.3047158E-02  1.2674646E-02  1.2499318E-02  1.2342098E-02  1.2228717E-02  1.2012103E-02  1.1616683E-02  8.0238958E-04  4.1551088E-04  2.7359262E-04  1.7143998E-04  1.4218219E-04  9.7926073E-05  7.7339166E-05  6.2455212E-05  4.3558910E-05  3.1336029E-05  1.3198109E-05  7.1344143E-06  4.0877699E-06  2.5057891E-06  2.0244127E-06  0.0000000E+00
 chandeg          113   10.14360      1.9150962E-04  0.0000000E+00  0.2092469      5.1915310E-02  3.4058351E-02  2.1211246E-02  1.4124141E-02  1.3261990E-02  1.3047158E-02  1.2675479E-02  1.2435809E-02  1.2346295E-02  1.2218188E-02  1.2012105E-02  1.1639520E-02  8.0440502E-04  4.1823176E-04  2.8449020E-04  1.7481930E-04  1.4220410E-04  9.6586897E-05  7.6121105E-05  6.3059066E-05  4.4050914E-05  3.1336371E-05  1.3483793E-05  7.1776421E-06  4.0977343E-06  2.5243467E-06  2.1604351E-06  0.0000000E+00
 chandeg          120   40.24120      8.3136823E-05  0.0000000E+00  0.4807964      0.2349572      0.1705163      0.1117059      7.0121512E-02  4.7375683E-02  3.0036923E-02  1.8380651E-02  1.3559764E-02  1.0604649E-02  8.5308030E-03  7.0256791E-03  6.0224440E-03  5.2468553E-03  4.6634111E-03  4.0550781E-03  3.5610711E-03  3.1950704E-03  2.8677036E-03  2.3287092E-03  1.8462946E-03  1.6147227E-03  1.2606820E-03  1.0613697E-03  7.9067220E-04  6.1121903E-04  5.0254149E-04  4.2710308E-04  0.0000000E+00
 chandeg          170   1.489200      1.9962327E-04  0.0000000E+00  2.7283331E-02  2.2914246E-02  2.2677787E-02  2.2074321E-02  2.1385061E-02  2.0097215E-02  1.7882781E-02  1.4318675E-02  1.1822307E-02  9.1407429E-03  7.1554487E-03  5.5394322E-03  4.3484243E-03  3.4269472E-03  2.6838386E-03  2.0405261E-03  1.5474719E-03  1.2031053E-03  8.3484594E-04  6.0447631E-04  3.0778782E-04  2.2224407E-04  1.1874405E-04  6.9259768E-05  3.8158054E-05  2.9396318E-05  1.8535189E-05  1.0610753E-05  0.0000000E+00
