 HAFL_pntsource            SWAT+ Jan 11 2024        MODULAR Rev 2024.61.0                                 
 ob_typ         props       area_ha   flash_idx       mean          max        p.1               p.5           p1                 p2             p3             p5            p10            p15            p20            p25            p30            p35            p40            p45            p50            p55            p60            p65            p70            p75            p80            p85            p90            p95            p97            p98            p99            min 
 chandeg          276   35.97460      2.1624027E-04  0.0000000E+00  3.1575136E-02  2.0888371E-02  2.0443164E-02  1.9406170E-02  1.7281691E-02  1.5227753E-02  1.2064327E-02  9.3631539E-03  7.6533798E-03  6.4390516E-03  5.5454043E-03  4.8185224E-03  4.4643166E-03  4.1599702E-03  4.0105437E-03  2.1018956E-03  9.3971333E-04  3.3172354E-04  1.6489596E-04  1.2810813E-04  6.8507608E-05  2.9424808E-05  1.1430081E-05  4.5253455E-06  2.2311285E-06  1.4428671E-06  1.2252650E-06  1.0832665E-06  0.0000000E+00
 chandeg           18   13.14590      2.1367065E-04  0.0000000E+00  0.1344179      4.9693156E-02  4.2293224E-02  3.6498971E-02  3.3566300E-02  3.0084174E-02  2.3958534E-02  1.4233886E-02  1.1353509E-02  8.3237877E-03  6.2441332E-03  4.9877539E-03  4.3021692E-03  3.6144119E-03  3.0633120E-03  2.4805591E-03  1.9880768E-03  1.6187327E-03  1.2856834E-03  9.7835809E-04  7.3483848E-04  4.9499620E-04  3.1070685E-04  1.6903583E-04  5.8566118E-05  3.7479018E-05  3.3895569E-05  2.9470324E-05  7.1035655E-10
 chandeg           94   258.3724      1.5644651E-04  0.0000000E+00  2.1472642E-02  7.2351079E-03  5.9778327E-03  4.6474193E-03  3.6524229E-03  3.2673136E-03  2.8750044E-03  1.9833674E-03  1.4185734E-03  9.9492702E-04  7.3173665E-04  5.3782825E-04  4.3531365E-04  3.5216450E-04  2.7462558E-04  2.0412140E-04  1.7232870E-04  1.2457110E-04  9.0758527E-05  7.6505268E-05  6.5192384E-05  5.6603440E-05  4.8397818E-05  3.8496652E-05  2.8802642E-05  2.5586296E-05  2.2898634E-05  2.0841646E-05  0.0000000E+00
 chandeg           96   43.15330      1.3827720E-04  0.0000000E+00  0.4798917      0.2171355      0.1521515      9.5710017E-02  6.4124532E-02  3.6145061E-02  2.6937721E-02  1.3400272E-02  7.7542891E-03  5.6434274E-03  4.3472713E-03  3.3477000E-03  2.5605485E-03  2.1216548E-03  1.6956229E-03  1.3861239E-03  1.0734717E-03  8.7945932E-04  7.3069247E-04  5.4062443E-04  4.4334625E-04  3.8133000E-04  3.0333383E-04  2.4310676E-04  1.7104197E-04  1.5283906E-04  1.2990039E-04  1.1421291E-04  0.0000000E+00
 chandeg          193   2.870500      1.1081405E-04  0.0000000E+00  2.5341604E-02  6.3363709E-03  4.4655399E-03  3.7756008E-03  2.6054853E-03  2.5422913E-03  2.4367506E-03  1.5068031E-03  1.1004355E-03  9.0777414E-04  7.2731246E-04  5.1554770E-04  4.1220241E-04  3.2224276E-04  2.3568593E-04  1.5382122E-04  9.3992385E-05  6.0620467E-05  4.6275134E-05  3.2463056E-05  2.3872381E-05  1.6381469E-05  1.0878308E-05  5.8977721E-06  2.6692537E-06  2.4842534E-06  2.2670845E-06  2.1440887E-06  0.0000000E+00
 chandeg          194  0.1047400      9.8991972E-05  0.0000000E+00  2.7248176E-02  7.2989506E-03  4.4651814E-03  3.7734515E-03  2.6054860E-03  2.5422913E-03  2.4367508E-03  1.5076009E-03  1.1009257E-03  9.0800243E-04  7.2775490E-04  5.1460852E-04  4.1097112E-04  3.2243715E-04  2.3586916E-04  1.5399778E-04  9.3993345E-05  6.0620478E-05  4.6275141E-05  3.2620283E-05  2.3872381E-05  1.6381469E-05  1.0878308E-05  5.8977712E-06  2.6692539E-06  2.4842534E-06  2.2670845E-06  2.1440885E-06  0.0000000E+00
 chandeg          271   93.25188      1.7520963E-04  0.0000000E+00  0.9322990      0.4298431      0.3102063      0.1855461      0.1288290      7.5258844E-02  5.4048099E-02  2.7573287E-02  1.9816887E-02  1.6794341E-02  1.5012744E-02  1.4114921E-02  1.0594560E-02  8.7185111E-03  8.1755416E-03  6.7953030E-03  4.6195770E-03  3.4192742E-03  2.4698947E-03  1.6950634E-03  1.1776460E-03  8.5012050E-04  6.6411257E-04  5.1171641E-04  3.7674457E-04  3.2102296E-04  2.7242707E-04  2.5303467E-04  0.0000000E+00
 chandeg          114   5.856500      8.5571075E-05  0.0000000E+00  6.7748427E-02  1.3273452E-02  9.4173299E-03  7.0083351E-03  4.2355489E-03  3.1017712E-03  2.5846492E-03  1.7062979E-03  1.2846243E-03  1.0510570E-03  7.9039927E-04  5.8034499E-04  4.2245048E-04  3.5632530E-04  2.6852026E-04  1.8308168E-04  1.0928789E-04  6.7743109E-05  5.1066538E-05  3.7439586E-05  2.7935921E-05  2.0180914E-05  1.5267837E-05  7.9204483E-06  3.3017654E-06  2.7270178E-06  2.6543910E-06  2.4533852E-06  0.0000000E+00
 chandeg          115   6.290900      8.5389824E-05  0.0000000E+00  6.7194857E-02  1.3021821E-02  9.2702210E-03  7.0265522E-03  4.2254580E-03  3.1237327E-03  2.5934551E-03  1.6649754E-03  1.2771192E-03  1.0595070E-03  7.8385969E-04  5.8176281E-04  4.2300869E-04  3.5446251E-04  2.6914128E-04  1.7887069E-04  1.1628480E-04  6.7829780E-05  5.0236606E-05  3.9710165E-05  3.0077061E-05  2.0646687E-05  1.5267835E-05  7.9204738E-06  3.4411644E-06  2.7270180E-06  2.6543912E-06  2.4533852E-06  0.0000000E+00
 chandeg          118   15.72121      8.5452564E-05  0.0000000E+00  6.7146808E-02  1.2997917E-02  9.2559727E-03  7.0277583E-03  4.2242776E-03  3.1192023E-03  2.5946035E-03  1.6638556E-03  1.2760146E-03  1.0606247E-03  7.8496244E-04  5.8286550E-04  4.2301734E-04  3.5339204E-04  2.6915112E-04  1.7780402E-04  1.1628481E-04  6.7829773E-05  5.0255396E-05  3.9732571E-05  3.0077064E-05  2.0646687E-05  1.5267835E-05  7.9204738E-06  3.4411642E-06  2.7270180E-06  2.6543912E-06  2.4533852E-06  0.0000000E+00
 chandeg          144   4.682700      6.1141458E-05  0.0000000E+00  5.9049847E-03  3.0880261E-03  1.8651045E-03  1.2529662E-03  8.2397746E-04  4.8211834E-04  2.8370583E-04  1.5740158E-04  1.3507309E-04  1.2490558E-04  1.2028262E-04  1.1414287E-04  1.0494805E-04  9.4984905E-05  9.1245238E-05  8.2787890E-05  7.7974611E-05  5.9067555E-05  4.8427515E-05  4.4158860E-05  3.8923059E-05  2.8996970E-05  2.1589765E-05  1.5554719E-05  1.1177191E-05  9.6618442E-06  8.4070170E-06  7.7056611E-06  0.0000000E+00
 chandeg           65   2.866100      2.3360520E-04  0.0000000E+00  2.9768258E-02  1.4870611E-02  1.4544768E-02  1.3228152E-02  1.1899863E-02  1.0143588E-02  7.7449083E-03  5.1571322E-03  3.8071566E-03  2.8400423E-03  2.2988212E-03  1.5717543E-03  1.1644644E-03  7.6695828E-04  5.7164516E-04  4.0143021E-04  2.8698222E-04  2.0683739E-04  1.4229518E-04  1.0719826E-04  6.0729224E-05  4.3743657E-05  2.2187816E-05  1.3396883E-05  7.7862051E-06  6.1297769E-06  5.2433043E-06  4.9476052E-06  0.0000000E+00
 chandeg          172  9.9999997E-06  1.0733699E-04  0.0000000E+00  1.0922045E-02  4.5275846E-03  3.4313728E-03  2.2433216E-03  1.0887490E-03  8.2087569E-04  6.2694261E-04  3.3946257E-04  2.6031831E-04  2.1007072E-04  1.6484063E-04  1.3505152E-04  1.1105197E-04  8.9812376E-05  7.1236245E-05  5.7091354E-05  4.2534011E-05  3.3560595E-05  2.4006391E-05  1.9303652E-05  1.3629230E-05  8.2945953E-06  5.2681758E-06  2.9359765E-06  5.3530988E-07  1.3835906E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00
 chandeg          293  9.9999997E-06  9.9923964E-05  0.0000000E+00  4.6129994E-02  1.1271873E-02  1.1003013E-02  2.7225504E-04  2.7221418E-04  2.7214587E-04  2.7206069E-04  2.7165763E-04  2.7118466E-04  2.7066591E-04  2.6999065E-04  2.6946366E-04  2.6866863E-04  2.6720998E-04  2.6404276E-04  2.5848998E-04  3.2288540E-08  5.0832747E-09  1.5771694E-10  1.3071963E-11  2.3965639E-13  4.8512440E-15  2.9761810E-17  9.2115722E-21  3.2101533E-26  3.9394833E-30  2.5623070E-32  5.6549216E-35  0.0000000E+00
 chandeg           61   1.600400      1.0322279E-04  0.0000000E+00  2.9246304E-02  1.0780235E-02  8.5150469E-03  4.4087949E-03  1.9057975E-03  1.0920683E-03  8.3253731E-04  5.7774130E-04  4.3655559E-04  3.3547191E-04  2.6692922E-04  1.9248627E-04  1.5291962E-04  1.2958069E-04  1.1350432E-04  9.1197981E-05  5.8974154E-05  4.9456346E-05  3.9626797E-05  3.1343934E-05  2.2346614E-05  1.3449680E-05  9.5594651E-06  5.1352818E-06  2.8662321E-06  2.3784096E-06  2.2626036E-06  2.1736901E-06  0.0000000E+00
 chandeg           97   2.883980      2.2208264E-04  0.0000000E+00  3.7168227E-02  1.1943907E-02  1.1532083E-02  1.0161522E-02  9.0305982E-03  7.7385926E-03  6.5328088E-03  4.2056749E-03  3.1378807E-03  2.3210829E-03  1.6509308E-03  1.1738061E-03  9.2378195E-04  6.9626002E-04  5.7812163E-04  4.6091733E-04  3.2195149E-04  2.5782417E-04  1.7499542E-04  1.0113506E-04  5.2302308E-05  2.7031914E-05  1.2121764E-05  5.1236980E-06  2.2004576E-06  1.5131017E-06  1.2151721E-06  9.0997088E-07  0.0000000E+00
 chandeg          142   2.621800      2.3395925E-04  0.0000000E+00  3.6066547E-02  1.7114596E-02  1.5844945E-02  1.4892811E-02  1.2909395E-02  1.1135790E-02  9.0497304E-03  6.0325228E-03  4.2104917E-03  3.1731164E-03  2.3464740E-03  1.6660568E-03  1.2531029E-03  8.8236254E-04  5.9903390E-04  4.7131930E-04  3.8148722E-04  2.8296970E-04  2.0176386E-04  1.0981585E-04  6.2999810E-05  3.8541217E-05  1.6407279E-05  7.5454391E-06  2.7606629E-06  1.8688909E-06  1.4381208E-06  1.2454142E-06  0.0000000E+00
 chandeg          143   11.05650      2.1838136E-04  0.0000000E+00  7.8684576E-02  3.0159932E-02  2.9115491E-02  2.5963889E-02  2.2279948E-02  2.0464569E-02  1.6688548E-02  1.0998706E-02  8.1228660E-03  5.9655495E-03  4.4208188E-03  3.0722830E-03  2.4899615E-03  1.9776518E-03  1.6075452E-03  1.3374733E-03  1.0669549E-03  7.8284397E-04  6.5313728E-04  4.6840627E-04  3.2216249E-04  1.8350220E-04  1.1204561E-04  4.4835859E-05  1.8540823E-05  1.3659361E-05  1.1983137E-05  9.7144848E-06  0.0000000E+00
 chandeg          183   84.34550      7.2597017E-05  0.0000000E+00  1.0896579E-02  2.1193796E-03  1.4523248E-03  1.0176429E-03  5.8844191E-04  4.1443727E-04  2.6146395E-04  1.6146679E-04  1.3862905E-04  1.2190289E-04  1.1118421E-04  9.6304604E-05  8.4374049E-05  7.3305840E-05  6.4924418E-05  5.9839276E-05  5.0273095E-05  3.4039058E-05  2.7407681E-05  2.4293695E-05  1.5163962E-05  1.0991879E-05  4.1682661E-06  2.4083645E-06  2.0329051E-06  1.9396882E-06  1.8501590E-06  1.7985620E-06  0.0000000E+00
 chandeg          261  9.9999997E-06  2.6042413E-04  0.0000000E+00  3.6887754E-02  1.6631179E-02  1.3297098E-02  1.0045966E-02  8.6935712E-03  8.4616262E-03  8.2142539E-03  8.0130566E-03  7.8611514E-03  7.7847023E-03  7.6324991E-03  5.2082440E-04  2.7655068E-04  1.7294570E-04  1.2584410E-04  9.5610310E-05  5.9013597E-05  4.9493141E-05  3.9660634E-05  3.1406198E-05  2.2401084E-05  1.3472641E-05  9.5794458E-06  5.1359734E-06  2.8319650E-06  2.3784096E-06  2.2626036E-06  2.1742878E-06  0.0000000E+00
 chandeg          285  9.9999997E-06  1.9031501E-04  0.0000000E+00  7.8629769E-02  4.5400552E-02  4.2619575E-02  4.1088369E-02  3.7654016E-02  3.3270158E-02  3.0645913E-02  2.4831276E-02  2.2083290E-02  1.9889247E-02  1.8459307E-02  1.7314661E-02  1.6748920E-02  1.6354932E-02  1.6037021E-02  1.2903112E-02  3.2099437E-03  1.2212725E-03  7.6260197E-04  5.6111318E-04  3.5946004E-04  2.4519436E-04  1.1208032E-04  4.4835964E-05  1.8425821E-05  1.3577898E-05  1.1901742E-05  9.6477579E-06  0.0000000E+00
 chandeg          304  9.9999997E-06  9.2542119E-05  0.0000000E+00  4.3327264E-02  1.2275985E-02  1.1839037E-02  1.1725911E-02  1.1696532E-02  1.9062726E-03  1.9055906E-03  1.9034479E-03  1.9006745E-03  1.8973183E-03  1.8926894E-03  1.8886973E-03  1.8848745E-03  1.8773588E-03  1.8665603E-03  1.8520945E-03  1.8376313E-03  1.8189835E-03  1.7936466E-03  1.7479236E-03  1.7039466E-03  1.6676723E-03  1.5038043E-03  4.9511897E-09  4.0019661E-14  2.9803092E-18  1.2386757E-22  3.5372397E-25  0.0000000E+00
 chandeg           99   56.78170      1.9653588E-04  0.0000000E+00  3.6612317E-02  1.5452387E-02  1.4965980E-02  1.4217899E-02  1.2080477E-02  1.0869595E-02  9.1245333E-03  5.4743025E-03  4.5672772E-03  3.5316821E-03  2.6483305E-03  1.9750539E-03  1.3396931E-03  9.3529886E-04  5.7975308E-04  3.7335418E-04  2.5080593E-04  1.8948445E-04  1.3729485E-04  7.8586905E-05  5.6387424E-05  3.3852739E-05  2.0856367E-05  1.1362495E-05  6.7467117E-06  5.1141601E-06  4.7514040E-06  3.7225482E-06  0.0000000E+00
 chandeg          216   20.58980      1.0960005E-04  0.0000000E+00  9.7572081E-02  3.1696368E-02  2.5164885E-02  1.6087979E-02  1.3525146E-02  1.2608984E-02  1.1900202E-02  7.7599096E-03  3.9571202E-03  2.7297803E-03  2.0427601E-03  1.6370282E-03  1.3349599E-03  1.0034490E-03  7.2515773E-04  4.6607511E-04  3.6751013E-04  3.2471097E-04  2.7177372E-04  2.0078648E-04  1.7457701E-04  1.3805060E-04  9.7291566E-05  6.2857587E-05  4.1153926E-05  3.2921238E-05  2.8603416E-05  2.6484844E-05  0.0000000E+00
 chandeg          260  9.9999997E-06  2.7421780E-04  0.0000000E+00  4.3409050E-02  2.1754291E-02  1.8287487E-02  1.6536513E-02  1.5258255E-02  1.5043918E-02  1.4746290E-02  1.4512018E-02  1.4398165E-02  1.4287353E-02  1.3905206E-02  5.2112719E-04  2.7679410E-04  1.7294647E-04  1.2796665E-04  9.5741219E-05  5.9199239E-05  4.9493148E-05  3.9660634E-05  3.1459131E-05  2.2401093E-05  1.3472640E-05  9.6139311E-06  5.0284220E-06  2.7747415E-06  2.3214054E-06  2.2056693E-06  2.1174117E-06  0.0000000E+00
 chandeg          305   7.266300      8.0947873E-05  0.0000000E+00  4.9243271E-02  1.6475443E-02  1.6392630E-02  1.6277235E-02  1.6071996E-02  1.5892640E-02  1.5855717E-02  1.5757067E-02  1.5589201E-02  1.4891304E-02  7.2934539E-03  7.2802608E-03  7.2626784E-03  7.2397720E-03  7.2232564E-03  7.1859160E-03  7.1436535E-03  7.0806388E-03  6.9941883E-03  6.9128927E-03  6.7561981E-03  6.5646968E-03  6.3580237E-03  5.6328312E-03  4.0782773E-08  4.7704648E-12  4.7268813E-15  6.1078699E-17  0.0000000E+00
 chandeg           75   19.33380      1.4688517E-04  0.0000000E+00  3.1543769E-02  1.6361795E-02  1.0700573E-02  7.2648767E-03  4.6498002E-03  3.4743017E-03  2.7469033E-03  1.7998107E-03  1.3304347E-03  1.1373424E-03  9.3610579E-04  7.8315742E-04  6.6256465E-04  5.3463381E-04  4.3081588E-04  3.5382758E-04  2.7639227E-04  2.1464845E-04  1.6972018E-04  1.2625143E-04  7.9821504E-05  5.3842818E-05  2.9838069E-05  1.2512975E-05  4.6771434E-06  3.2290900E-06  1.7384871E-06  1.1377829E-06  0.0000000E+00
 chandeg          111  0.9367000      1.3041023E-04  0.0000000E+00  6.1654607E-03  2.6922938E-03  1.6758018E-03  1.0479819E-03  7.9416286E-04  5.8219238E-04  4.5884348E-04  3.6275125E-04  2.9689551E-04  2.4451030E-04  2.0249923E-04  1.7400715E-04  1.4973107E-04  1.3283223E-04  1.1771463E-04  9.6236778E-05  7.4152944E-05  5.9873979E-05  4.6096466E-05  3.4450168E-05  2.7674596E-05  2.1550350E-05  1.5708854E-05  7.1039894E-06  1.6754964E-06  3.9645599E-07  1.4903870E-07  0.0000000E+00  0.0000000E+00
 chandeg          130   4.514700      2.1339292E-04  0.0000000E+00  4.5114394E-02  1.3215005E-02  1.0910613E-02  8.6091356E-03  7.8889523E-03  6.8996134E-03  5.2151806E-03  3.2316088E-03  2.6750071E-03  2.1059669E-03  1.5876774E-03  1.2819489E-03  1.0149928E-03  8.0167426E-04  6.9750583E-04  6.2157924E-04  4.9302430E-04  4.0174523E-04  2.9555772E-04  2.1536660E-04  1.4178567E-04  9.2683258E-05  5.5082353E-05  2.1653283E-05  8.8310599E-06  6.1688115E-06  5.2104297E-06  4.2126326E-06  0.0000000E+00
 chandeg          138   24.04490      1.2165186E-04  0.0000000E+00  5.5243514E-02  1.8439407E-02  1.3633964E-02  7.9324394E-03  4.9976823E-03  2.7652455E-03  2.2038550E-03  1.5805078E-03  1.2821802E-03  1.0357131E-03  8.5636455E-04  6.7086937E-04  5.3554826E-04  4.4741837E-04  3.9618523E-04  3.2902410E-04  2.5831588E-04  1.5768754E-04  1.1537843E-04  8.7861510E-05  6.2911546E-05  3.9727907E-05  2.5772571E-05  1.3327201E-05  5.2305850E-06  3.3048902E-06  2.8407944E-06  2.6244782E-06  0.0000000E+00
 chandeg          244   24.82750      3.5456780E-04  0.0000000E+00  8.1193738E-02  5.0311159E-02  4.7943313E-02  4.6793200E-02  4.6408489E-02  4.5614939E-02  4.5223970E-02  4.5099325E-02  3.5326760E-02  3.3704575E-02  6.1205099E-04  2.1424731E-04  1.7566782E-04  1.5297785E-04  1.4127257E-04  1.2294159E-04  1.0461512E-04  9.1005182E-05  7.1054252E-05  5.4789769E-05  3.9294893E-05  3.0374580E-05  1.2499128E-05  8.0699110E-06  4.9624500E-06  4.2915208E-06  3.8792982E-06  3.4643947E-06  0.0000000E+00
 chandeg          306  9.9999997E-06  8.3051236E-05  0.0000000E+00  4.9152616E-02  3.3581175E-02  3.3513576E-02  3.3325493E-02  3.3187427E-02  3.3081211E-02  3.2927144E-02  3.2510005E-02  3.1924199E-02  3.1651322E-02  3.1492088E-02  3.1141816E-02  3.0369481E-02  2.7866954E-02  2.1965586E-02  2.1850059E-02  2.1757204E-02  2.1623552E-02  2.1457670E-02  2.1282896E-02  2.1022378E-02  2.0455902E-02  1.9600708E-02  1.7997537E-02  1.3404151E-02  9.9841415E-08  2.7589040E-08  8.8641965E-09  0.0000000E+00
 chandeg           62   26.63406      2.3864678E-04  0.0000000E+00  0.1323774      5.0735276E-02  4.1222025E-02  2.6825024E-02  2.1166051E-02  1.8782694E-02  1.7834190E-02  1.6495489E-02  1.5741421E-02  1.5297743E-02  1.4770745E-02  2.6594235E-03  1.8555698E-03  1.3058892E-03  9.0498402E-04  6.2350149E-04  4.9881201E-04  3.2426356E-04  2.4812264E-04  1.7140541E-04  1.3515931E-04  9.5527263E-05  7.0239003E-05  3.8771181E-05  2.2440603E-05  1.4689981E-05  1.1525579E-05  9.9985655E-06  0.0000000E+00
 chandeg           72   8.995600      1.2875807E-04  0.0000000E+00  0.1020647      3.2598395E-02  1.8964624E-02  1.3214004E-02  8.2815178E-03  6.0544587E-03  4.6848976E-03  3.2479900E-03  2.5558863E-03  2.0569493E-03  1.7141429E-03  1.3891028E-03  1.0958272E-03  9.1486319E-04  7.8602659E-04  6.7088229E-04  4.6996024E-04  3.5575734E-04  2.7416821E-04  1.8126470E-04  1.2750232E-04  8.6421926E-05  4.3522658E-05  1.1671873E-05  4.6750592E-06  6.5490701E-07  3.1236243E-07  5.9383666E-08  0.0000000E+00
 chandeg          205  9.9999997E-06  2.0689357E-04  0.0000000E+00  0.1471561      5.0725594E-02  4.3684460E-02  2.7414573E-02  2.1972001E-02  1.9342067E-02  1.8028349E-02  1.6495489E-02  1.5741555E-02  1.5297743E-02  1.4771008E-02  2.6597094E-03  1.8557552E-03  1.3061098E-03  9.0512831E-04  6.2350155E-04  4.9888768E-04  3.2436455E-04  2.4818137E-04  1.7143044E-04  1.3515931E-04  9.5547402E-05  7.0239003E-05  3.8686234E-05  2.2382465E-05  1.4653717E-05  1.1489338E-05  9.9714107E-06  0.0000000E+00
 chandeg          307   16.02080      9.9856545E-05  0.0000000E+00  4.4266317E-02  3.1474218E-02  3.1378057E-02  3.1164596E-02  3.0889243E-02  3.0706679E-02  3.0397803E-02  2.9910564E-02  2.9592274E-02  2.9314699E-02  2.9103681E-02  2.8921401E-02  2.8613290E-02  2.8434835E-02  2.8201297E-02  2.7961904E-02  2.7721081E-02  2.7497932E-02  2.7090101E-02  2.6784372E-02  2.6297025E-02  2.5707487E-02  2.4501223E-02  2.0768983E-02  1.6112639E-02  3.6371094E-03  7.1300259E-05  1.0570282E-07  0.0000000E+00
 chandeg           23   6.877400      1.1592191E-05  0.0000000E+00  0.2541349      0.1691592      0.1257958      9.3355753E-02  7.1333565E-02  5.7419412E-02  4.0216368E-02  1.9642817E-02  8.2402006E-03  3.3128045E-03  1.6767508E-03  1.1015791E-03  8.3771942E-04  6.9477467E-04  6.3592353E-04  5.9285166E-04  5.6309020E-04  5.2695558E-04  4.7365393E-04  4.3378648E-04  4.0068573E-04  3.5406378E-04  3.0847566E-04  2.5067187E-04  1.8696937E-04  1.4534337E-04  1.2586596E-04  1.0590684E-04  0.0000000E+00
 chandeg           25   37.93840      2.3441431E-04  0.0000000E+00  9.7509809E-02  5.8786422E-02  5.6862086E-02  5.5811226E-02  5.5251531E-02  5.4881033E-02  5.4131798E-02  5.3276282E-02  5.2436262E-02  5.2132942E-02  5.1698286E-02  4.9628597E-02  1.4932672E-02  2.0769304E-03  1.2527017E-03  9.4034715E-04  7.1634457E-04  6.0178811E-04  3.7993112E-04  2.5774582E-04  1.7818128E-04  1.2955896E-04  8.0094302E-05  5.2166073E-05  2.2637996E-05  1.5592948E-05  1.2009290E-05  1.0350256E-05  0.0000000E+00
 chandeg          100   10.52170      2.4769013E-05  0.0000000E+00  0.2884599      0.1998556      0.1488779      0.1108197      8.7745056E-02  6.6374101E-02  4.5233779E-02  2.1945558E-02  8.3675096E-03  4.8324266E-03  3.0938240E-03  2.3552349E-03  1.9865118E-03  1.7129981E-03  1.5032152E-03  1.3286356E-03  1.1340870E-03  1.0226752E-03  8.9471164E-04  7.4521604E-04  6.3797773E-04  5.0714315E-04  4.0784391E-04  2.7046469E-04  1.6188380E-04  1.2412583E-04  1.0666798E-04  9.4332499E-05  5.0492036E-16
 chandeg          101   11.98860      2.7745185E-05  0.0000000E+00  0.2859362      0.1983591      0.1464699      0.1095614      8.6010247E-02  6.6195883E-02  4.4184349E-02  2.1931542E-02  9.1546718E-03  5.4430333E-03  3.5542191E-03  2.4523307E-03  2.0477825E-03  1.7573482E-03  1.5485474E-03  1.3302354E-03  1.1843006E-03  1.0255561E-03  9.2171255E-04  7.4705336E-04  6.4155384E-04  5.0863210E-04  4.0813608E-04  2.7078969E-04  1.6343850E-04  1.2412660E-04  1.0666821E-04  9.4332499E-05  0.0000000E+00
 chandeg          104   18.12861      1.0749420E-04  0.0000000E+00  6.2662341E-02  4.4176221E-02  4.3454375E-02  4.2812258E-02  4.2204749E-02  4.0584564E-02  3.8598310E-02  3.5653606E-02  3.3451859E-02  3.2276276E-02  3.1519257E-02  3.0715013E-02  3.0477589E-02  3.0220741E-02  2.9763844E-02  2.9121416E-02  2.8630357E-02  2.8215921E-02  2.7858146E-02  2.7347205E-02  2.6756134E-02  2.6271278E-02  2.5012363E-02  2.4476208E-02  7.9333028E-03  7.4678822E-03  1.0675724E-03  7.9975682E-05  0.0000000E+00
 chandeg          195   23.96500      1.7366010E-04  0.0000000E+00  0.1747143      4.1947246E-02  3.5620391E-02  2.7554357E-02  2.4142964E-02  2.1596583E-02  1.5338111E-02  9.3196929E-03  7.2114174E-03  5.6266556E-03  4.2497483E-03  3.2047855E-03  2.1234266E-03  1.5704386E-03  1.2495395E-03  9.6596812E-04  7.8239129E-04  5.8378780E-04  4.4686141E-04  4.0233563E-04  2.6124044E-04  1.7970978E-04  1.1977764E-04  6.3280095E-05  4.2502477E-05  3.7732647E-05  3.4799599E-05  2.9265117E-05  0.0000000E+00
 chandeg          196   29.72160      1.6671290E-04  0.0000000E+00  0.1784435      4.1920152E-02  3.5570394E-02  2.8571008E-02  2.4147831E-02  2.1591874E-02  1.6223792E-02  9.3241418E-03  7.2060707E-03  5.6277299E-03  4.2518782E-03  3.2058365E-03  2.1244648E-03  1.5714525E-03  1.2505630E-03  9.6698577E-04  7.8284240E-04  5.8378791E-04  4.4686146E-04  4.0117468E-04  2.6124986E-04  1.8069464E-04  1.1977765E-04  6.2761959E-05  4.2675951E-05  3.7732643E-05  3.4799599E-05  2.9286488E-05  0.0000000E+00
 chandeg          197   44.94690      1.7176374E-04  0.0000000E+00  0.3802229      8.9354940E-02  6.4258777E-02  5.1722221E-02  4.6068747E-02  4.1291554E-02  2.8777195E-02  1.7622471E-02  1.3364748E-02  1.1263761E-02  8.6041167E-03  6.8574417E-03  5.6094048E-03  4.0124045E-03  3.1585838E-03  2.7593302E-03  2.2612954E-03  1.6837619E-03  1.2528780E-03  9.8428270E-04  7.3493324E-04  4.7615365E-04  2.6885353E-04  1.4858434E-04  1.0402443E-04  8.3584418E-05  7.2242168E-05  6.8150475E-05  0.0000000E+00
 chandeg          198   44.94690      1.6848811E-04  0.0000000E+00  0.3802229      9.2668675E-02  6.7584336E-02  5.1722214E-02  4.7713686E-02  4.1291557E-02  2.8777195E-02  1.7622471E-02  1.3364748E-02  1.1263761E-02  8.6041167E-03  6.8574413E-03  5.6094052E-03  4.0124045E-03  3.1421778E-03  2.7555982E-03  2.2378592E-03  1.6790974E-03  1.2584381E-03  9.9265215E-04  7.3760923E-04  4.7748393E-04  2.7016064E-04  1.4869633E-04  1.0275515E-04  8.3879582E-05  7.2384413E-05  6.8150490E-05  0.0000000E+00
 chandeg          203   7.031100      1.1292699E-05  0.0000000E+00  0.2540768      0.1690809      0.1257751      9.3305446E-02  7.2455175E-02  5.7389390E-02  4.0191013E-02  1.9628253E-02  8.3728824E-03  3.6808145E-03  1.7752483E-03  1.1695006E-03  8.5518666E-04  6.9670688E-04  6.3809077E-04  5.9285364E-04  5.6309492E-04  5.2695780E-04  4.7365396E-04  4.3421632E-04  4.0068568E-04  3.5406376E-04  3.0847813E-04  2.5067190E-04  1.8696937E-04  1.4534337E-04  1.2586596E-04  1.0655649E-04  0.0000000E+00
 chandeg          204  9.9999997E-06  1.8958177E-04  0.0000000E+00  0.1471561      5.5443507E-02  4.6331566E-02  2.7414570E-02  2.1972001E-02  1.9342067E-02  1.8028349E-02  1.6495490E-02  1.5741555E-02  1.5297744E-02  1.4771010E-02  2.6597094E-03  1.8557550E-03  1.3061098E-03  9.0512220E-04  6.2350155E-04  4.9888768E-04  3.2436455E-04  2.4818137E-04  1.7143044E-04  1.3515931E-04  9.6012860E-05  7.0681635E-05  3.9034770E-05  2.1288779E-05  1.5053556E-05  1.1600740E-05  9.9892795E-06  0.0000000E+00
