date	value
20171028	0.20
20171029	0.20
20171030	0.19
20171031	0.20
20171101	0.21
20171102	0.21
20171103	0.21
20171104	0.21
20171105	0.41
20171106	0.21
20171107	0.20
20171108	0.20
20171109	0.23
20171110	0.23
20171111	0.32
20171112	0.60
20171113	0.46
20171114	0.31
20171115	0.26
20171116	0.25
20171117	0.24
20171118	0.23
20171119	0.23
20171120	0.23
20171121	0.23
20171122	0.23
20171123	0.23
20171124	0.22
20171125	0.57
20171126	0.33
20171127	0.26
20171128	0.25
20171129	0.25
20171130	0.25
20171201	0.25
20171202	0.23
20171203	0.23
20171204	0.23
20171205	0.23
20171206	0.23
20171207	0.23
20171208	0.35
20171209	0.28
20171210	0.72
20171211	2.52
20171212	1.20
20171213	0.61
20171214	1.34
20171215	2.95
20171216	0.84
20171217	0.63
20171218	0.56
20171219	0.49
20171220	0.46
20171221	0.43
20171222	0.44
20171223	0.43
20171224	0.41
20171225	0.39
20171226	0.41
20171227	0.45
20171228	0.44
20171229	0.41
20171230	0.88
20171231	0.77
20180101	0.71
20180102	0.83
20180103	0.80
20180104	2.36
20180105	1.52
20180106	0.98
20180107	0.78
20180108	0.67
20180109	0.61
20180110	0.56
20180111	0.63
20180112	0.55
20180113	0.53
20180114	0.51
20180115	0.49
20180116	0.55
20180117	0.69
20180118	0.77
20180119	0.91
20180120	0.86
20180121	1.79
20180122	5.57
20180123	2.11
20180124	1.27
20180125	1.02
20180126	0.94
20180127	0.87
20180128	0.78
20180129	0.73
20180130	0.68
20180131	0.66
20180201	1.49
20180202	0.98
20180203	0.83
20180204	0.75
20180205	0.70
20180206	0.67
20180207	0.64
20180208	0.60
20180209	0.58
20180210	0.57
20180211	0.58
20180212	0.56
20180213	0.54
20180214	0.53
20180215	0.59
20180216	0.66
20180217	0.83
20180218	0.77
20180219	0.67
20180220	0.62
20180221	0.58
20180222	0.56
20180223	0.54
20180224	0.52
20180225	0.50
20180226	0.46
20180227	0.48
20180228	0.49
20180301	0.51
20180302	0.51
20180303	0.49
20180304	0.53
20180305	0.75
20180306	1.40
20180307	1.87
20180308	1.22
20180309	0.94
20180310	0.92
20180311	0.91
20180312	0.89
20180313	0.98
20180314	0.89
20180315	0.80
20180316	0.73
20180317	0.79
20180318	0.80
20180319	0.73
20180320	0.67
20180321	0.63
20180322	0.61
20180323	0.60
20180324	0.59
20180325	0.56
20180326	0.54
20180327	0.53
20180328	0.67
20180329	0.84
20180330	0.92
20180331	1.17
20180401	1.02
20180402	0.88
20180403	0.76
20180404	0.83
20180405	0.99
20180406	0.83
20180407	0.73
20180408	0.68
20180409	0.64
20180410	0.62
20180411	0.60
20180412	0.58
20180413	0.56
20180414	0.54
20180415	0.53
20180416	0.52
20180417	0.50
20180418	0.50
20180419	0.48
20180420	0.48
20180421	0.46
20180422	0.47
20180423	0.46
20180424	0.46
20180425	0.45
20180426	0.44
20180427	0.43
20180428	0.43
20180429	0.43
20180430	0.44
20180501	0.43
20180502	0.41
20180503	0.43
20180504	0.42
20180505	0.39
20180506	0.39
20180507	0.39
20180508	0.37
20180509	0.39
20180510	0.41
20180511	0.39
20180512	0.40
20180513	0.53
20180514	0.39
20180515	0.67
20180516	0.50
20180517	0.43
20180518	0.39
20180519	0.37
20180520	0.37
20180521	0.36
20180522	0.35
20180523	0.37
20180524	0.35
20180525	0.33
20180526	0.33
20180527	0.33
20180528	0.34
20180529	0.37
20180530	0.34
20180531	0.33
20180601	0.32
20180602	0.31
20180603	0.31
20180604	0.37
20180605	0.37
20180606	0.89
20180607	0.65
20180608	0.44
20180609	0.39
20180610	0.35
20180611	0.63
20180612	0.96
20180613	0.93
20180614	0.54
20180615	0.44
20180616	0.39
20180617	0.36
20180618	0.35
20180619	0.34
20180620	0.32
20180621	0.31
20180622	0.30
20180623	0.29
20180624	0.30
20180625	0.29
20180626	0.28
20180627	0.28
20180628	0.31
20180629	0.31
20180630	0.32
20180701	0.30
20180702	0.29
20180703	0.50
20180704	0.30
20180705	1.23
20180706	0.49
20180707	0.36
20180708	0.31
20180709	0.30
20180710	0.28
20180711	0.29
20180712	0.29
20180713	0.29
20180714	0.29
20180715	0.34
20180716	0.32
20180717	0.26
20180718	0.25
20180719	0.25
20180720	0.29
20180721	0.38
20180722	0.26
20180723	0.25
20180724	0.25
20180725	0.24
20180726	0.24
20180727	0.24
20180728	0.38
20180729	0.27
20180730	0.24
20180731	0.23
20180801	0.23
20180802	0.23
20180803	0.22
20180804	0.22
20180805	0.22
20180806	0.23
20180807	0.30
20180808	0.22
20180809	0.23
20180810	0.23
20180811	0.22
20180812	0.22
20180813	0.22
20180814	0.21
20180815	0.21
20180816	0.21
20180817	0.21
20180818	0.21
20180819	0.21
20180820	0.21
20180821	0.21
20180822	0.21
20180823	0.20
20180824	0.20
20180825	0.20
20180826	0.20
20180827	0.20
20180828	0.19
20180829	0.24
20180830	0.27
20180831	0.24
20180901	0.25
20180902	0.23
20180903	0.24
20180904	0.27
20180905	0.24
20180906	0.21
20180907	0.20
20180908	0.19
20180909	0.19
20180910	0.19
20180911	0.19
20180912	0.19
20180913	0.21
20180914	0.22
20180915	0.19
20180916	0.19
20180917	0.19
20180918	0.19
20180919	0.20
20180920	0.19
20180921	0.19
20180922	0.20
20180923	0.21
20180924	0.33
20180925	0.20
20180926	0.21
20180927	0.21
20180928	0.21
20180929	0.20
20180930	0.21
20181001	0.24
20181002	0.22
20181003	0.21
20181004	0.21
20181005	0.21
20181006	0.21
20181007	0.21
20181008	0.21
20181009	0.21
20181010	0.21
20181011	0.22
20181012	0.21
20181013	0.21
20181014	0.20
20181015	0.20
20181016	0.20
20181017	0.20
20181018	0.21
20181019	0.20
20181020	0.21
20181021	0.22
20181022	0.21
20181023	0.22
20181024	0.21
20181025	0.22
20181026	0.22
20181027	0.31
20181028	0.37
20181029	0.25
20181030	0.28
20181031	0.24
20181101	0.23
20181102	0.23
20181103	0.23
20181104	0.23
20181105	0.23
20181106	0.23
20181107	0.24
20181108	0.46
20181109	0.24
20181110	0.23
20181111	0.30
20181112	0.24
20181113	0.35
20181114	0.27
20181115	0.24
20181116	0.23
20181117	0.23
20181118	0.23
20181119	0.23
20181120	0.24
20181121	0.23
20181122	0.23
20181123	0.26
20181124	0.35
20181125	0.24
20181126	0.23
20181127	0.23
20181128	0.22
20181129	0.22
20181130	0.23
20181201	0.22
20181202	0.48
20181203	0.66
20181204	0.65
20181205	0.39
20181206	0.34
20181207	0.31
20181208	0.35
20181209	0.55
20181210	0.67
20181211	0.44
20181212	0.37
20181213	0.30
20181214	0.28
20181215	0.27
20181216	0.36
20181217	0.30
20181218	0.28
20181219	0.40
20181220	0.38
20181221	0.73
20181222	0.83
20181223	0.56
20181224	0.69
20181225	0.52
20181226	0.43
20181227	0.38
20181228	0.35
20181229	0.32
20181230	0.30
20181231	0.30
20190101	0.29
20190102	0.28
20190103	0.28
20190104	0.28
20190105	0.27
20190106	0.27
20190107	0.26
20190108	0.27
20190109	0.30
20190110	0.28
20190111	0.27
20190112	0.27
20190113	0.43
20190114	0.58
20190115	0.44
20190116	0.38
20190117	0.35
20190118	0.34
20190119	0.33
20190120	0.31
20190121	0.30
20190122	0.30
20190123	0.30
20190124	0.28
20190125	0.27
20190126	0.27
20190127	0.33
20190128	0.39
20190129	0.34
20190130	0.33
20190131	0.33
20190201	0.51
20190202	0.54
20190203	0.52
20190204	0.46
20190205	0.42
20190206	0.39
20190207	0.43
20190208	0.51
20190209	0.67
20190210	0.80
20190211	0.90
20190212	0.70
20190213	0.58
20190214	0.52
20190215	0.48
20190216	0.44
20190217	0.42
20190218	0.40
20190219	0.38
20190220	0.36
20190221	0.35
20190222	0.34
20190223	0.33
20190224	0.33
20190225	0.32
20190226	0.31
20190227	0.30
20190228	0.30
20190301	0.33
20190302	0.30
20190303	0.30
20190304	0.33
20190305	0.31
20190306	0.29
20190307	0.43
20190308	0.32
20190309	0.30
20190310	0.44
20190311	0.47
20190312	0.43
20190313	0.41
20190314	0.96
20190315	0.95
20190316	0.72
20190317	0.60
20190318	0.54
20190319	0.48
20190320	0.45
20190321	0.42
20190322	0.40
20190323	0.38
20190324	0.37
20190325	0.36
20190326	0.34
20190327	0.34
20190328	0.33
20190329	0.33
20190330	0.33
20190331	0.32
20190401	0.31
20190402	0.30
20190403	0.45
20190404	0.62
20190405	0.50
20190406	0.51
20190407	0.53
20190408	0.47
20190409	0.42
20190410	0.39
20190411	0.36
20190412	0.34
20190413	0.34
20190414	0.33
20190415	0.32
20190416	0.31
20190417	0.30
20190418	0.30
20190419	0.29
20190420	0.28
20190421	0.28
20190422	0.28
20190423	0.27
20190424	0.28
20190425	0.30
20190426	0.54
20190427	0.37
20190428	0.35
20190429	0.30
20190430	0.28
20190501	0.27
20190502	0.29
20190503	0.30
20190504	0.30
20190505	0.34
20190506	0.28
20190507	0.27
20190508	0.53
20190509	0.56
20190510	0.39
20190511	0.39
20190512	0.34
20190513	0.30
20190514	0.28
20190515	0.27
20190516	0.27
20190517	0.28
20190518	0.28
20190519	0.30
20190520	0.46
20190521	0.33
20190522	0.28
20190523	0.27
20190524	0.27
20190525	0.30
20190526	0.40
20190527	0.27
20190528	0.43
20190529	0.33
20190530	0.27
20190531	0.26
20190601	0.25
20190602	0.25
20190603	0.24
20190604	0.24
20190605	0.24
20190606	0.24
20190607	0.24
20190608	0.24
20190609	0.32
20190610	1.06
20190611	1.11
20190612	0.64
20190613	0.45
20190614	0.40
20190615	0.98
20190616	0.69
20190617	0.00
20190618	0.00
20190619	0.00
20190620	0.00
20190621	0.00
20190622	0.00
20190623	0.00
20190624	0.00
20190625	0.00
20190626	0.00
20190627	0.00
20190628	0.00
20190629	0.00
20190630	0.00
20190701	0.00
20190702	0.00
20190703	0.00
20190704	0.00
20190705	0.00
20190706	0.00
20190707	0.00
20190708	0.00
20190709	0.00
20190710	0.00
20190711	0.00
20190712	0.00
20190713	0.00
20190714	0.00
20190715	0.00
20190716	0.24
20190717	0.24
20190718	0.22
20190719	0.22
20190720	0.22
20190721	0.22
20190722	0.22
20190723	0.22
20190724	0.21
20190725	0.21
20190726	0.53
20190727	0.33
20190728	0.77
20190729	0.26
20190730	0.24
20190731	0.23
20190801	0.20
20190802	0.22
20190803	0.20
20190804	0.19
20190805	0.20
20190806	0.43
20190807	0.42
20190808	0.25
20190809	0.22
20190810	0.53
20190811	0.26
20190812	0.27
20190813	0.23
20190814	0.22
20190815	0.21
20190816	0.21
20190817	0.21
20190818	0.20
20190819	0.43
20190820	0.91
20190821	0.58
20190822	0.34
20190823	0.28
20190824	0.25
20190825	0.24
20190826	0.23
20190827	0.22
20190828	0.22
20190829	0.21
20190830	0.21
20190831	0.21
20190901	0.21
20190902	0.22
20190903	0.21
20190904	0.21
20190905	0.21
20190906	0.21
20190907	0.21
20190908	0.22
20190909	0.23
20190910	0.21
20190911	0.21
20190912	0.20
20190913	0.20
20190914	0.20
20190915	0.20
20190916	0.19
20190917	0.19
20190918	0.19
20190919	0.19
20190920	0.19
20190921	0.20
20190922	0.20
20190923	0.42
20190924	0.21
20190925	0.22
20190926	0.21
20190927	0.20
20190928	0.21
20190929	0.20
20190930	0.20
20191001	0.23
20191002	0.33
20191003	0.22
20191004	0.22
20191005	0.22
20191006	0.22
20191007	0.24
20191008	0.21
20191009	0.60
20191010	0.33
20191011	0.25
20191012	0.23
20191013	0.23
20191014	0.22
20191015	0.43
20191016	0.40
20191017	0.27
20191018	0.37
20191019	2.05
20191020	0.67
20191021	0.64
20191022	0.62
20191023	0.46
20191024	0.40
20191025	0.36
20191026	0.33
20191027	0.32
20191028	0.33
20191029	0.47
20191030	0.37
20191031	0.35
20191101	0.36
20191102	0.56
20191103	0.87
20191104	0.82
20191105	0.66
20191106	0.68
20191107	0.53
20191108	0.63
20191109	0.52
20191110	0.46
20191111	0.43
20191112	0.41
20191113	0.40
20191114	0.38
20191115	0.41
20191116	0.37
20191117	0.49
20191118	0.58
20191119	0.49
20191120	0.44
20191121	0.41
20191122	0.40
20191123	0.38
20191124	0.36
20191125	0.35
20191126	0.34
20191127	0.54
20191128	0.71
20191129	1.08
20191130	0.78
20191201	0.71
20191202	0.67
20191203	0.59
20191204	0.53
20191205	0.49
20191206	0.46
20191207	0.43
20191208	0.42
20191209	0.54
20191210	0.53
20191211	0.55
20191212	0.60
20191213	1.12
20191214	1.02
20191215	0.78
20191216	0.64
20191217	0.59
20191218	0.53
20191219	0.51
20191220	0.88
20191221	1.33
20191222	1.38
20191223	1.27
20191224	1.58
20191225	1.10
20191226	0.90
20191227	1.95
20191228	1.06
20191229	0.88
20191230	0.79
20191231	0.71
20200101	0.67
20200102	0.63
20200103	0.59
20200104	0.56
20200105	0.55
20200106	0.54
20200107	0.52
20200108	0.51
20200109	0.49
20200110	0.50
20200111	0.47
20200112	0.47
20200113	0.47
20200114	0.45
20200115	0.43
20200116	0.43
20200117	0.50
20200118	0.48
20200119	0.45
20200120	0.43
20200121	0.43
20200122	0.42
20200123	0.41
20200124	0.40
20200125	0.40
20200126	0.40
20200127	0.41
20200128	0.60
20200129	0.77
20200130	0.66
20200131	0.70
20200201	0.59
20200202	0.77
20200203	0.94
20200204	0.81
20200205	0.68
20200206	0.61
20200207	0.58
20200208	0.55
20200209	0.53
20200210	0.53
20200211	0.55
20200212	0.50
20200213	0.58
20200214	1.19
20200215	0.74
20200216	0.64
20200217	0.67
20200218	0.71
20200219	0.66
20200220	0.61
20200221	0.57
20200222	0.55
20200223	0.54
20200224	0.53
20200225	0.65
20200226	0.76
20200227	0.82
20200228	0.87
20200229	0.79
20200301	1.39
20200302	1.23
20200303	1.20
20200304	0.88
20200305	2.36
20200306	2.04
20200307	1.09
20200308	0.91
20200309	0.88
20200310	0.83
20200311	0.78
20200312	0.72
20200313	0.67
20200314	0.64
20200315	0.61
20200316	0.59
20200317	0.56
20200318	0.54
20200319	0.54
20200320	0.54
20200321	0.52
20200322	0.50
20200323	0.50
20200324	0.50
20200325	0.50
20200326	0.49
20200327	0.48
20200328	0.47
20200329	0.46
20200330	0.46
20200331	0.46
20200401	0.46
20200402	0.45
20200403	0.43
20200404	0.43
20200405	0.43
20200406	0.42
20200407	0.40
20200408	0.40
20200409	0.40
20200410	0.40
20200411	0.40
20200412	0.40
20200413	0.40
20200414	0.38
20200415	0.39
20200416	0.39
20200417	0.38
20200418	0.37
20200419	0.37
20200420	0.37
20200421	0.36
20200422	0.35
20200423	0.32
20200424	0.34
20200425	0.33
20200426	0.37
20200427	0.36
20200428	0.43
20200429	0.40
20200430	0.58
20200501	0.46
20200502	0.50
20200503	0.42
20200504	0.36
20200505	0.53
20200506	0.42
20200507	0.36
20200508	0.34
20200509	0.33
20200510	0.36
20200511	0.64
20200512	0.41
20200513	0.55
20200514	0.66
20200515	0.43
20200516	0.38
20200517	0.36
20200518	0.35
20200519	0.33
20200520	0.32
20200521	0.31
20200522	0.30
20200523	0.38
20200524	0.35
20200525	0.32
20200526	0.30
20200527	0.30
20200528	0.28
20200529	0.28
20200530	0.28
20200531	0.27
20200601	0.27
20200602	0.27
20200603	0.28
20200604	0.43
20200605	0.33
20200606	0.28
20200607	0.51
20200608	0.33
20200609	0.40
20200610	0.31
20200611	0.30
20200612	0.28
20200613	0.44
20200614	0.32
20200615	0.27
20200616	0.27
20200617	0.71
20200618	0.52
20200619	0.37
20200620	0.32
20200621	0.28
20200622	0.27
20200623	0.26
20200624	0.25
20200625	0.24
20200626	0.24
20200627	0.23
20200628	0.34
20200629	0.70
20200630	0.31
20200701	0.27
20200702	0.35
20200703	0.32
20200704	0.30
20200705	0.29
20200706	0.28
20200707	0.27
20200708	0.26
20200709	0.24
20200710	0.28
20200711	1.03
20200712	0.27
20200713	0.26
20200714	0.25
20200715	0.25
20200716	0.25
20200717	0.25
20200718	0.24
20200719	0.23
20200720	0.23
20200721	0.25
20200722	0.50
20200723	0.25
20200724	0.26
20200725	0.23
20200726	0.22
20200727	0.22
20200728	0.21
20200729	0.22
20200730	0.21
20200731	0.21
20200801	0.20
20200802	0.51
20200803	0.39
20200804	0.31
20200805	0.24
20200806	0.23
20200807	0.22
20200808	0.21
20200809	0.21
20200810	0.21
20200811	0.21
20200812	0.20
20200813	0.22
20200814	0.26
20200815	0.21
20200816	0.22
20200817	0.25
20200818	0.28
20200819	0.25
20200820	0.21
20200821	0.20
20200822	0.20
20200823	0.20
20200824	0.20
20200825	0.20
20200826	0.19
20200827	0.19
20200828	0.32
20200829	0.33
20200830	0.65
20200831	0.32
20200901	0.25
20200902	0.24
20200903	0.24
20200904	0.23
20200905	0.22
20200906	0.23
20200907	0.23
20200908	0.22
20200909	0.21
20200910	0.21
20200911	0.21
20200912	0.21
20200913	0.21
20200914	0.21
20200915	0.21
20200916	0.20
20200917	0.20
20200918	0.21
20200919	0.22
20200920	0.42
20200921	0.67
20200922	0.25
20200923	0.41
20200924	0.55
20200925	0.52
20200926	0.48
20200927	0.34
20200928	0.33
20200929	0.49
20200930	0.33
20201001	0.29
20201002	0.27
20201003	1.44
20201004	0.67
20201005	0.45
20201006	0.38
20201007	0.35
20201008	0.30
20201009	0.28
20201010	0.32
20201011	0.29
20201012	0.27
20201013	0.25
20201014	0.25
20201015	0.24
20201016	0.24
20201017	0.24
20201018	0.23
20201019	0.23
20201020	0.23
20201021	0.23
20201022	0.25
20201023	2.92
20201024	1.40
20201025	0.70
20201026	2.10
20201027	0.99
20201028	0.71
20201029	0.60
20201030	0.53
20201031	0.49
20201101	0.46
20201102	0.43
20201103	0.46
20201104	0.43
20201105	0.40
20201106	0.40
20201107	0.37
20201108	0.37
20201109	0.36
20201110	0.36
20201111	0.35
20201112	0.37
20201113	0.37
20201114	0.37
20201115	0.39
20201116	0.80
20201117	0.49
20201118	0.44
20201119	0.45
20201120	0.41
20201121	0.40
20201122	0.39
20201123	0.40
20201124	0.38
20201125	0.37
20201126	0.37
20201127	0.36
20201128	0.36
20201129	0.34
20201130	0.33
20201201	0.38
20201202	0.36
20201203	0.35
20201204	0.41
20201205	0.51
20201206	0.50
20201207	0.49
20201208	0.45
20201209	0.44
20201210	0.43
20201211	0.44
20201212	0.57
20201213	0.62
20201214	0.52
20201215	0.60
20201216	0.71
20201217	0.56
20201218	0.52
20201219	0.48
20201220	0.45
20201221	0.45
20201222	0.51
20201223	0.46
20201224	0.58
20201225	0.55
20201226	0.51
20201227	0.51
20201228	0.85
20201229	0.86
20201230	0.88
20201231	0.73
