date	value
20170410	0.34
20170411	0.35
20170412	0.34
20170413	0.33
20170414	0.33
20170415	0.33
20170416	0.33
20170417	0.32
20170418	0.31
20170419	0.31
20170420	0.32
20170421	0.31
20170422	0.31
20170423	0.31
20170424	0.32
20170425	0.45
20170426	0.69
20170427	0.51
20170428	0.56
20170429	0.42
20170430	0.39
20170501	0.39
20170502	0.37
20170503	0.37
20170504	0.48
20170505	0.40
20170506	0.45
20170507	0.55
20170508	1.18
20170509	0.61
20170510	0.49
20170511	0.45
20170512	0.41
20170513	0.39
20170514	0.42
20170515	0.36
20170516	0.34
20170517	0.33
20170518	0.38
20170519	0.58
20170520	0.40
20170521	0.36
20170522	0.34
20170523	0.32
20170524	0.31
20170525	0.31
20170526	0.31
20170527	0.30
20170528	0.28
20170529	0.28
20170530	0.28
20170531	0.33
20170601	0.58
20170602	0.30
20170603	0.32
20170604	0.43
20170605	0.30
20170606	0.50
20170607	0.42
20170608	0.32
20170609	0.30
20170610	0.28
20170611	0.27
20170612	0.27
20170613	0.26
20170614	0.35
20170615	0.42
20170616	0.27
20170617	0.26
20170618	0.25
20170619	0.25
20170620	0.24
20170621	0.23
20170622	0.22
20170623	0.21
20170624	0.22
20170625	0.23
20170626	0.22
20170627	0.23
20170628	0.40
20170629	0.31
20170630	0.29
20170701	0.24
20170702	0.24
20170703	0.26
20170704	0.25
20170705	0.25
20170706	0.23
20170707	0.23
20170708	0.24
20170709	0.32
20170710	0.32
20170711	0.29
20170712	0.23
20170713	0.22
20170714	0.23
20170715	0.21
20170716	0.22
20170717	0.21
20170718	0.21
20170719	0.18
20170720	0.19
20170721	0.35
20170722	0.31
20170723	0.23
20170724	0.29
20170725	0.24
20170726	0.24
20170727	0.22
20170728	0.22
20170729	0.21
20170730	0.21
20170731	0.23
20170801	0.20
20170802	0.20
20170803	0.20
20170804	0.20
20170805	0.20
20170806	0.20
20170807	0.21
20170808	0.56
20170809	0.28
20170810	0.38
20170811	0.26
20170812	0.25
20170813	0.22
20170814	0.22
20170815	0.21
20170816	0.21
20170817	0.21
20170818	0.21
20170819	0.22
20170820	0.19
20170821	0.19
20170822	0.19
20170823	0.19
20170824	0.21
20170825	0.21
20170826	0.19
20170827	0.19
20170828	0.19
20170829	0.19
20170830	0.18
20170831	0.23
20170901	0.24
20170902	0.22
20170903	0.21
20170904	0.20
20170905	0.19
20170906	0.19
20170907	0.24
20170908	0.22
20170909	0.25
20170910	0.20
20170911	0.20
20170912	0.27
20170913	0.21
20170914	0.22
20170915	0.20
20170916	0.20
20170917	0.21
20170918	0.20
20170919	0.21
20170920	0.21
20170921	0.20
20170922	0.19
20170923	0.19
20170924	0.20
20170925	0.20
20170926	0.19
20170927	0.20
20170928	0.20
20170929	0.19
20170930	0.20
20171001	0.20
20171002	0.21
20171003	0.29
20171004	0.21
20171005	0.21
20171006	0.20
20171007	0.21
20171008	0.24
20171009	0.21
20171010	0.21
20171011	0.21
20171012	0.20
20171013	0.20
20171014	0.20
20171015	0.21
20171016	0.21
20171017	0.21
20171018	0.21
20171019	0.21
20171020	0.21
20171021	0.21
20171022	0.24
20171023	0.23
20171024	0.21
20171025	0.20
20171026	0.20
20171027	0.20
